"","num","title","year","word.count","president","party","st.flag","eoMatches.num","matchWords.num","stMatch.count","stMatchRatio","Id","Label"
"559","10964","Amendment to Executive Order 10501—Safeguarding Official Information in the Interests of the Defense of the United States","1961",1798,"35-John F. Kennedy","D",TRUE,2,8,7,0.00389321468298109,"10964","10964"
"560","11472","Establishing the Environmental Quality Council and the Citizens' Advisory Committee on Environmental Quality","1969",1285,"37-Richard Nixon","R",TRUE,3,13,5,0.00389105058365759,"11472","11472"
"561","12951","Release of Imagery Acquired by Space-Based National Intelligence Reconnaissance Systems","1995",514,"42-William J. Clinton","D",TRUE,0,7,2,0.00389105058365759,"12951","12951"
"562","9573","Creating An Emergency Board to Investigate a Dispute Between the Georgia and Florida Railroad and Its Employees","1945",257,"33-Harry S. Truman","D",TRUE,0,1,1,0.00389105058365759,"9573","9573"
"563","9899","Creating an Emergency Board to Investigate a Dispute Between the Atlanta & West Point Rail Road Company and the Western Railway of Alabama and Certain of Their Employees","1947",257,"33-Harry S. Truman","D",TRUE,0,1,1,0.00389105058365759,"9899","9899"
"564","11474","Adjusting Rates of Pay for Certain Statutory Schedules","1969",1030,"37-Richard Nixon","R",TRUE,0,2,4,0.00388349514563107,"11474","11474"
"565","12590","National Drug Policy Board","1987",773,"40-Ronald Reagan","R",TRUE,1,18,3,0.00388098318240621,"12590","12590"
"566","10147","Creating an Emergency Board to Investigate a Dispute Between the New York Central Railroad Company, Lines East of Buffalo, and Certain of Its Employees","1950",258,"33-Harry S. Truman","D",TRUE,0,1,1,0.00387596899224806,"10147","10147"
"567","13112","Invasive Species","1999",1815,"42-William J. Clinton","D",TRUE,1,20,7,0.00385674931129477,"13112","13112"
"568","12384","Establishment of Emergency Board No. 196 To Investigate a Railroad Labor Dispute","1982",519,"40-Ronald Reagan","R",TRUE,0,1,2,0.00385356454720617,"12384","12384"
"569","10406","Creating an Emergency Board to Investigate a Dispute Between the United Air Lines, Inc. and Certain of Its Employees","1952",260,"33-Harry S. Truman","D",TRUE,0,1,1,0.00384615384615385,"10406","10406"
"570","10949","Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Maritime Industry of the United States","1961",261,"35-John F. Kennedy","D",TRUE,0,3,1,0.00383141762452107,"10949","10949"
"571","12110","Federal Advisory Committees","1978",526,"39-Jimmy Carter","D",TRUE,20,11,2,0.00380228136882129,"12110","12110"
"572","12386","Establishment of Emergency Board No. 198 To Investigate a Railroad Labor Dispute","1982",526,"40-Ronald Reagan","R",TRUE,0,2,2,0.00380228136882129,"12386","12386"
"573","13013","Amending Executive Order No. 10163, The Armed Forces Reserve Medal","1996",526,"42-William J. Clinton","D",TRUE,5,2,2,0.00380228136882129,"13013","13013"
"574","12651","Offices of the Commission of the European Communities","1988",527,"40-Ronald Reagan","R",TRUE,0,3,2,0.00379506641366224,"12651","12651"
"575","11318","Designating the European Space Research Organization as a Public International Organization Entitled to Enjoy Privileges, Exemptions, and Immunities","1966",793,"36-Lyndon B. Johnson","D",TRUE,0,3,3,0.00378310214375788,"11318","11318"
"576","12787","The Order of Succession of Officers To Act as Secretary of Defense","1991",529,"41-George H. W. Bush","R",TRUE,1,3,2,0.00378071833648393,"12787","12787"
"577","13010","Critical Infrastructure Protection","1996",1589,"42-William J. Clinton","D",TRUE,0,14,6,0.00377595972309629,"13010","13010"
"578","13646","Establishing the President's Advisory Council on Financial Capability for Young Americans","2013",1333,"44-Barack Obama","D",TRUE,0,10,5,0.00375093773443361,"13646","13646"
"579","11374","Abolishing the Missile Sites Labor Commission and Providing for the Performance of its Functions","1967",268,"36-Lyndon B. Johnson","D",TRUE,1,3,1,0.00373134328358209,"11374","11374"
"580","9798","Creating an Emergency Board to Investigate the Dispute Between the Barre & Chelsea Railroad Company and the St. Johnsbury & Lake Champlain Railroad Company and Certain of Their Employees","1946",269,"33-Harry S. Truman","D",TRUE,0,1,1,0.00371747211895911,"9798","9798"
"581","10420","Amending the Selective Service Regulations and Executive Order No. 10363 of June 17, 1952","1952",2708,"33-Harry S. Truman","D",TRUE,9,3,10,0.00369276218611521,"10420","10420"
"582","10775","Amendment of Executive Order No. 10633, Establishing an Airspace Reservation Over the Las Vegas Project, Las Vegas, Nevada","1958",273,"34-Dwight D. Eisenhower","R",TRUE,1,2,1,0.00366300366300366,"10775","10775"
"583","11090","Assigning Emergency Preparedness Functions to the Civil Aeronautics Board","1963",1094,"35-John F. Kennedy","D",TRUE,0,6,4,0.0036563071297989,"11090","11090"
"584","9874","Creating an Emergency Board to Investigate Disputes Between the Southern Pacific Company (Pacific Lines), the Northwestern Pacific Railroad Company and the San Diego & Arizona Eastern Railway Company and Certain of Their Employees","1947",274,"33-Harry S. Truman","D",TRUE,0,1,1,0.00364963503649635,"9874","9874"
"585","10292","Amending the Selective Service Regulations","1951",19744,"33-Harry S. Truman","D",TRUE,10,14,72,0.00364667747163695,"10292","10292"
"586","9701","Providing for the Reservation of Rights to Fissionable Materials in Lands Owned By the United States","1946",1099,"33-Harry S. Truman","D",TRUE,1,4,4,0.00363967242948135,"9701","9701"
"587","11029","Amendment of Executive Order No. 11025, Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Aircraft Industry of the United States","1962",275,"35-John F. Kennedy","D",TRUE,1,2,1,0.00363636363636364,"11029","11029"
"588","13057","Federal Actions in the Lake Tahoe Region","1997",827,"42-William J. Clinton","D",TRUE,0,11,3,0.00362756952841596,"13057","13057"
"589","13022","Administration of the Midway Islands","1996",554,"42-William J. Clinton","D",TRUE,3,6,2,0.0036101083032491,"13022","13022"
"590","10827","Further Providing for the Administration of the Agricultural Trade Development and Assistance Act of 1954, as Amended","1959",1110,"34-Dwight D. Eisenhower","R",TRUE,3,10,4,0.0036036036036036,"10827","10827"
"591","10505","Amending the Selective Service Regulations","1953",1669,"34-Dwight D. Eisenhower","R",TRUE,2,1,6,0.00359496704613541,"10505","10505"
"592","13128","Implementation of the Chemical Weapons Convention and the Chemical Weapons Convention Implementation Act","1999",835,"42-William J. Clinton","D",TRUE,2,9,3,0.00359281437125748,"13128","13128"
"593","11415","Reconstituting the National Advisory Committee on the Selection of Physicians, Dentists, and Allied Specialists and the Health Resources Advisory Committee","1968",837,"36-Lyndon B. Johnson","D",TRUE,2,8,3,0.003584229390681,"11415","11415"
"594","11348","Providing for the Further Training of Government Employees","1967",1118,"36-Lyndon B. Johnson","D",TRUE,1,7,4,0.0035778175313059,"11348","11348"
"595","13075","Special Oversight Board for Department of Defense Investigations of Gulf War Chemical and Biological Incidents","1998",564,"42-William J. Clinton","D",TRUE,0,4,2,0.00354609929078014,"13075","13075"
"596","11004","Assigning Certain Emergency Preparedness Functions to the Housing and Home Finance Administrator","1962",1134,"35-John F. Kennedy","D",TRUE,1,6,4,0.00352733686067019,"11004","11004"
"597","13430","2007 Amendments to the Manual For Courts-Martial, United States","2007",3689,"43-George W. Bush","R",TRUE,1,5,13,0.00352399024125779,"13430","13430"
"598","12953","Actions Required of All Executive Agencies To Facilitate Payment of Child Support","1995",1710,"42-William J. Clinton","D",TRUE,0,9,6,0.00350877192982456,"12953","12953"
"599","11314","Creating a Board of Inquiry to Report on Certain Labor Disputes Affecting the Military Jet Engine Industry, Military Aircraft Industry, Military Armament Industry and Military Electronics Industry of the United States","1966",573,"36-Lyndon B. Johnson","D",TRUE,0,3,2,0.00349040139616056,"11314","11314"
"600","13178","Northwestern Hawaiian Islands Coral Reef Ecosystem Reserve","2000",4301,"42-William J. Clinton","D",TRUE,2,15,15,0.00348756103231807,"13178","13178"
"601","12995","Amendment to Executive Order No. 12873","1996",291,"42-William J. Clinton","D",TRUE,1,3,1,0.00343642611683849,"12995","12995"
"602","9542","Authorizing the Secretary of the Navy to Take Possession of Anf to Operate the Plants and Facilities of the United Engineering Company, Ltd. Located At San Francisco, California","1945",875,"33-Harry S. Truman","D",TRUE,0,5,3,0.00342857142857143,"9542","9542"
"603","10109","Creating an Emergency Board to Investigate Disputes Between the Texas & Pacific Railway Company and Its Subsidiaries, Including the Fort Worth Belt Railway Company and the Texas Pacific-Missouri Pacific Terminal Railroad of New Orleans, and Certain of Their Employees","1950",292,"33-Harry S. Truman","D",TRUE,0,1,1,0.00342465753424658,"10109","10109"
"604","12088","Federal Compliance With Pollution Control Standards","1978",1172,"39-Jimmy Carter","D",TRUE,1,10,4,0.00341296928327645,"12088","12088"
"605","12472","Assignment of National Security and Emergency Preparedness Telecommunications Functions","1984",3524,"40-Ronald Reagan","R",TRUE,4,12,12,0.00340522133938706,"12472","12472"
"606","10958","Delegating Functions With Respect to Civil Defense Stockpiles of Medical Supplies and Equipment and Food","1961",885,"35-John F. Kennedy","D",TRUE,4,5,3,0.00338983050847458,"10958","10958"
"607","12138","Women's Business Enterprise","1979",1770,"39-Jimmy Carter","D",TRUE,0,13,6,0.00338983050847458,"12138","12138"
"608","13180","Air Traffic Performance-Based Organization","2000",886,"42-William J. Clinton","D",TRUE,0,7,3,0.00338600451467269,"13180","13180"
"609","12258","Continuance of Certain Federal Advisory Committees","1980",592,"39-Jimmy Carter","D",TRUE,27,11,2,0.00337837837837838,"12258","12258"
"610","11078","Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Ballistics Missile, Space Vehicle and Military Aircraft Industry","1963",297,"35-John F. Kennedy","D",TRUE,0,2,1,0.00336700336700337,"11078","11078"
"611","10257","Amendment of Executive Order 7397 of June 20, 1936, as Amended, Establishing the Federal Fire Council","1951",298,"33-Harry S. Truman","D",TRUE,1,1,1,0.00335570469798658,"10257","10257"
"612","11253","Amending Executive Order No. 11157 as it Relates to Incentive Pay for Hazardous Duty","1965",298,"36-Lyndon B. Johnson","D",TRUE,1,2,1,0.00335570469798658,"11253","11253"
"613","12217","Federal Compliance With Fuel Use Prohibitions","1980",596,"39-Jimmy Carter","D",TRUE,1,3,2,0.00335570469798658,"12217","12217"
"614","12864","United States Advisory Council on the National Information Infrastructure","1993",596,"42-William J. Clinton","D",TRUE,0,5,2,0.00335570469798658,"12864","12864"
"615","10611","Establishing the Civil Defense Coordinating Board and Defining its Duties","1955",299,"34-Dwight D. Eisenhower","R",TRUE,0,4,1,0.00334448160535117,"10611","10611"
"616","10582","Prescribing Uniform Procedures for Certain Determinations Under the Buy-American Act","1954",898,"34-Dwight D. Eisenhower","R",TRUE,0,5,3,0.00334075723830735,"10582","10582"
"617","12736","Adjustments of Certain Rates of Pay and Allowances","1990",601,"41-George H. W. Bush","R",TRUE,1,5,2,0.00332778702163062,"12736","12736"
"618","12681","Exclusions From the Federal Labor-Management Relations Program","1989",301,"41-George H. W. Bush","R",TRUE,1,3,1,0.00332225913621262,"12681","12681"
"619","13078","Increasing Employment of Adults With Disabilities","1998",1530,"42-William J. Clinton","D",TRUE,0,18,5,0.00326797385620915,"13078","13078"
"620","12182","Emergency Board To Investigate a Railway Labor Dispute","1979",308,"39-Jimmy Carter","D",TRUE,0,1,1,0.00324675324675325,"12182","12182"
"621","12755","Administration of Export Controls","1991",310,"41-George H. W. Bush","R",TRUE,2,5,1,0.0032258064516129,"12755","12755"
"622","11003","Assigning Emergency Preparedness Functions to the Administrator of the Federal Aviation Agency","1962",1243,"35-John F. Kennedy","D",TRUE,1,4,4,0.00321802091713596,"11003","11003"
"623","10285","Creating an Emergency Board to Investigate a Dispute Between the Denver & Rio Grande Western Railroad Company, Including the Denver & Salt Lake Railroad Company, Operated by the Secrrtary of the Army, and Certain Workers","1951",313,"33-Harry S. Truman","D",TRUE,1,2,1,0.00319488817891374,"10285","10285"
"624","13675","Establishing the President's Advisory Council on Doing Business in Africa","2014",947,"44-Barack Obama","D",TRUE,1,6,3,0.00316789862724393,"13675","13675"
"625","13150","Federal Workforce Transportation","2000",632,"42-William J. Clinton","D",TRUE,0,7,2,0.00316455696202532,"13150","13150"
"626","13518","Employment of Veterans in the Federal Government","2009",1584,"44-Barack Obama","D",TRUE,0,24,5,0.00315656565656566,"13518","13518"
"627","11310","Assigning Emergency Preparedness Functions to the Attorney General","1966",1268,"36-Lyndon B. Johnson","D",TRUE,0,7,4,0.00315457413249211,"11310","11310"
"628","9553","Creating An Emergency Board to Investigate a Dispute Between the River Terminal Railway Company and Its Employees","1945",317,"33-Harry S. Truman","D",TRUE,0,1,1,0.00315457413249211,"9553","9553"
"629","9655","Regulations Relating to Commissioned Officers and Employees of the Public Health Service","1945",15894,"33-Harry S. Truman","D",TRUE,1,11,50,0.00314584119793633,"9655","9655"
"630","11969","Administration of the Emergency Natural Gas Act of 1977","1977",318,"39-Jimmy Carter","D",TRUE,0,2,1,0.00314465408805031,"11969","11969"
"631","11329","Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Shipbuilding and Repair Industries of the United States","1967",319,"36-Lyndon B. Johnson","D",TRUE,0,2,1,0.00313479623824451,"11329","11329"
"632","12220","Agricultural Trade Development","1980",1278,"39-Jimmy Carter","D",TRUE,9,13,4,0.00312989045383412,"12220","12220"
"633","13244","Providing an Order of Succession Within the Department of the Interior","2001",320,"43-George W. Bush","R",TRUE,1,3,1,0.003125,"13244","13244"
"634","13181","To Protect the Privacy of Protected Health Information in Oversight Investigations","2000",1281,"42-William J. Clinton","D",TRUE,0,6,4,0.00312256049960968,"13181","13181"
"635","11091","Assigning Emergency Preparedness Functions to the Civil Service Commission","1963",1283,"35-John F. Kennedy","D",TRUE,1,4,4,0.00311769290724864,"11091","11091"
"636","12163","Administration of Foreign Assistance and Related Functions","1979",4181,"39-Jimmy Carter","D",TRUE,9,14,13,0.00310930399425975,"12163","12163"
"637","10565","Amendment of Paragraphs 76a and 127c of the Manual for Courts-Martial, United States, 1951","1954",322,"34-Dwight D. Eisenhower","R",TRUE,1,1,1,0.0031055900621118,"10565","10565"
"638","12364","The Presidential Management Intern Program","1982",644,"40-Ronald Reagan","R",TRUE,1,2,2,0.0031055900621118,"12364","12364"
"639","13618","Assignment of National Security and Emergency Preparedness Communications Functions","2012",2255,"44-Barack Obama","D",TRUE,4,11,7,0.00310421286031042,"13618","13618"
"640","10763","Amendment of Executive Order No. 10422, as Amended, Prescribing Procedures for Making Available to the Secretary General of the United Nations Certain Information Concerning United States Citizens Employed or Being Considered for Employment on the Secretariat of the United Nations","1958",324,"34-Dwight D. Eisenhower","R",TRUE,2,2,1,0.00308641975308642,"10763","10763"
"641","10995","Assigning Telecommunications Management Functions","1962",974,"35-John F. Kennedy","D",TRUE,3,6,3,0.00308008213552361,"10995","10995"
"642","11398","Establishing the President's Council on Physical Fitness and Sports","1968",974,"36-Lyndon B. Johnson","D",TRUE,2,14,3,0.00308008213552361,"11398","11398"
"643","13486","Strengthening Laboratory Biosecurity in the United States","2009",974,"43-George W. Bush","R",TRUE,0,17,3,0.00308008213552361,"13486","13486"
"644","12189","Price Controls on Heavy Crude Oil","1980",326,"39-Jimmy Carter","D",TRUE,4,1,1,0.00306748466257669,"12189","12189"
"645","11093","Assigning Emergency Preparedness Functions to the Administrator of General Services","1963",1638,"35-John F. Kennedy","D",TRUE,4,8,5,0.00305250305250305,"11093","11093"
"646","12930","Measures To Restrict the Participation by United States Persons in Weapons Proliferation Activities","1994",328,"42-William J. Clinton","D",TRUE,1,6,1,0.00304878048780488,"12930","12930"
"647","13616","Accelerating Broadband Infrastructure Deployment","2012",1644,"44-Barack Obama","D",TRUE,1,17,5,0.00304136253041363,"13616","13616"
"648","12868","Measures To Restrict The Participation By United States Persons In Weapons Proliferation Activities","1993",329,"42-William J. Clinton","D",TRUE,2,6,1,0.00303951367781155,"12868","12868"
"649","9663","Creating An Emergency Board to Investigate a Dispute Between the Texas & New Orleans Railway Company and Hospital Association of the Southern Pacific Lines in Texas and Lousiana, and Certain of Its Employees","1945",329,"33-Harry S. Truman","D",TRUE,0,1,1,0.00303951367781155,"9663","9663"
"650","13214","Presidents Task Force To Improve Health Care Delivery for Our Nations Veterans","2001",659,"43-George W. Bush","R",TRUE,0,5,2,0.00303490136570561,"13214","13214"
"651","12251","Cuban and Haitian Entrants","1980",334,"39-Jimmy Carter","D",TRUE,1,3,1,0.0029940119760479,"12251","12251"
"652","11094","Assigning Emergency Preparedness Functions to: The Board of Governors of the Federal Reserve System; The Federal Home Loan Bank Board; The Farm Credit Administration; The Export-Import Bank of Washington; The Board of Directors of the Federal Deposit Insurance Corporation; The Securities and Exchange Commission; The Administrator of the Small Business Administration; and The Administrator of Veterans Affairs","1963",1680,"35-John F. Kennedy","D",TRUE,1,10,5,0.00297619047619048,"11094","11094"
"653","13650","Improving Chemical Facility Safety and Security","2013",2025,"44-Barack Obama","D",TRUE,0,17,6,0.00296296296296296,"13650","13650"
"654","10732","Amendment of Executive Order No. 10250, Providing for the Performance of Certain Functions of the President by the Secretary of the Interior","1957",339,"34-Dwight D. Eisenhower","R",TRUE,1,3,1,0.00294985250737463,"10732","10732"
"655","10888","Creating an Emergency Board To Investigate a Dispute Between Certain Carriers Represented by the New York Harbor Carriers' Conference Committee and Certain of Their Employees","1960",340,"34-Dwight D. Eisenhower","R",TRUE,0,1,1,0.00294117647058824,"10888","10888"
"656","13193","Federal Leadership on Global Tobacco Control and Prevention","2001",681,"42-William J. Clinton","D",TRUE,0,5,2,0.00293685756240822,"13193","13193"
"657","12065","National Security Information","1978",6151,"39-Jimmy Carter","D",TRUE,3,17,18,0.00292635343846529,"12065","12065"
"658","11482","Establishing a Construction Industry Collective Bargaining Commission","1969",1368,"37-Richard Nixon","R",TRUE,0,7,4,0.00292397660818713,"11482","11482"
"659","13241","Providing an Order of Succession Within the Department of Agriculture","2001",342,"43-George W. Bush","R",TRUE,1,6,1,0.00292397660818713,"13241","13241"
"660","13227","Presidents Commission on Excellence in Special Education","2001",1030,"43-George W. Bush","R",TRUE,0,4,3,0.0029126213592233,"13227","13227"
"661","13590","Authorizing the Imposition of Certain Sanctions With Respect to the Provision of Goods, Services, Technology, or Support for Iran's Energy and Petrochemical Sectors","2011",2067,"44-Barack Obama","D",TRUE,1,7,6,0.00290275761973875,"13590","13590"
"662","12010","Federal Civilian and Military Pay Increases","1977",346,"39-Jimmy Carter","D",TRUE,1,2,1,0.00289017341040462,"12010","12010"
"663","10501","Safeguarding Official Information in the Interests of the Defense of the United States","1953",4516,"34-Dwight D. Eisenhower","R",TRUE,1,11,13,0.00287865367581931,"10501","10501"
"664","12169","United States Holocaust Memorial Council","1979",696,"39-Jimmy Carter","D",TRUE,0,4,2,0.0028735632183908,"12169","12169"
"665","11390","Delegation of Certain Functions of the President to the Secretary of Defense","1968",700,"36-Lyndon B. Johnson","D",TRUE,0,4,2,0.00285714285714286,"11390","11390"
"666","11752","Prevention, Control, and Abatement of Environmental Pollution at Federal Facilities","1973",1753,"37-Richard Nixon","R",TRUE,1,9,5,0.00285225328009127,"11752","11752"
"667","13628","Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Threat Reduction and Syria Human Rights Act of 2012 and Additional Sanctions With Respect to Iran","2012",3875,"44-Barack Obama","D",TRUE,5,9,11,0.00283870967741936,"13628","13628"
"668","12854","Implementation of the Cuban Democracy Act","1993",354,"42-William J. Clinton","D",TRUE,0,5,1,0.00282485875706215,"12854","12854"
"669","13284","Amendment of Executive Orders, and Other Actions, in Connection With the Establishment of the Department of Homeland Security","2003",1442,"43-George W. Bush","R",TRUE,20,17,4,0.00277392510402219,"13284","13284"
"670","10999","Assigning Emergency Preparedness Functions to the Secretary of Commerce","1962",2529,"35-John F. Kennedy","D",TRUE,1,13,7,0.00276789244760775,"10999","10999"
"671","11087","Assigning Emergency Preparedness Functions to the Secretary of State","1963",723,"35-John F. Kennedy","D",TRUE,0,6,2,0.00276625172890733,"11087","11087"
"672","9837","Regulations Governing the Transfer of Leave Between the Oreign Service and Other Government Agencies","1947",362,"33-Harry S. Truman","D",TRUE,0,2,1,0.00276243093922652,"9837","9837"
"673","12781","Delegation of Functions and Authorities, Development of Requirements and Regulations, and Correction of Title","1991",725,"41-George H. W. Bush","R",TRUE,2,6,2,0.00275862068965517,"12781","12781"
"674","11005","Assigning Emergency Preparedness Functions to the Interstate Commerce Commission","1962",1462,"35-John F. Kennedy","D",TRUE,1,4,4,0.0027359781121751,"11005","11005"
"675","12448","Regulations Related to Voiding or Rescission of Contracts","1983",366,"40-Ronald Reagan","R",TRUE,0,2,1,0.00273224043715847,"12448","12448"
"676","12684","Conforming the Central Intellegence Agency and Civil Service Retirement and Disability Systems","1989",366,"41-George H. W. Bush","R",TRUE,0,2,1,0.00273224043715847,"12684","12684"
"677","12870","Trade Promotion Coordinating Committee","1993",739,"42-William J. Clinton","D",TRUE,0,16,2,0.0027063599458728,"12870","12870"
"678","10523","Designating March 31, 1954, as the Day For Dedication of the Memorial to Major General George W. Goethals and Excusing Federal Employees on the Isthmus of Panama From Duty on That Day","1954",371,"34-Dwight D. Eisenhower","R",TRUE,1,1,1,0.00269541778975741,"10523","10523"
"679","12977","Interagency Security Committee","1995",743,"42-William J. Clinton","D",TRUE,0,19,2,0.00269179004037685,"12977","12977"
"680","13333","Amending Executive Order 13257 To Implement the Trafficking Victims Protection Reauthorization Act of 2003","2004",747,"43-George W. Bush","R",TRUE,1,6,2,0.00267737617135207,"13333","13333"
"681","13337","Issuance of Permits With Respect to Certain Energy-Related Facilities and Land Transportation Crossings on the International Boundaries of the United States","2004",1496,"43-George W. Bush","R",TRUE,4,13,4,0.00267379679144385,"13337","13337"
"682","13359","Amendment to Executive Order 13173, Interagency Task Force on the Economic Development of the Central San Joaquin Valley","2004",375,"43-George W. Bush","R",TRUE,1,15,1,0.00266666666666667,"13359","13359"
"683","12779","Prohibiting Certain Transactions With Respect to Haiti","1991",1129,"41-George H. W. Bush","R",TRUE,1,7,3,0.00265721877767936,"12779","12779"
"684","10363","Amending the Selective Service Regulations","1952",1511,"33-Harry S. Truman","D",TRUE,5,5,4,0.00264725347452019,"10363","10363"
"685","13397","Responsibilities of the Department of Homeland Security With Respect to Faith-Based and Community Initiatives","2006",760,"43-George W. Bush","R",TRUE,0,3,2,0.00263157894736842,"13397","13397"
"686","13662","Blocking Property of Additional Persons Contributing to the Situation in Ukraine","2014",1142,"44-Barack Obama","D",TRUE,2,8,3,0.00262697022767075,"13662","13662"
"687","11977","Public International Organizations","1977",381,"39-Jimmy Carter","D",TRUE,1,3,1,0.0026246719160105,"11977","11977"
"688","12229","White House Coal Advisory Council","1980",381,"39-Jimmy Carter","D",TRUE,0,2,1,0.0026246719160105,"12229","12229"
"689","12663","Adjustments of Certain Rates of Pay and Allowances","1989",381,"40-Ronald Reagan","R",TRUE,1,2,1,0.0026246719160105,"12663","12663"
"690","12873","Federal Acquisition and Waste Prevention","1993",4209,"42-William J. Clinton","D",TRUE,1,14,11,0.00261344737467332,"12873","12873"
"691","13243","Providing an Order of Succession Within the Department of Housing and Urban Development","2001",383,"43-George W. Bush","R",TRUE,1,2,1,0.00261096605744125,"13243","13243"
"692","10940","Establishing the President's Committee on Juvenile Delinquency and Youth Crime","1961",767,"35-John F. Kennedy","D",TRUE,0,6,2,0.00260756192959583,"10940","10940"
"693","11120","Amendment of Executive Order No. 10152, Relating to Incentive Pay for Hazardous Duty, Executive Order No. 10168, Relating to Pay for Sea Duty and Duty at Certain Places, and Executive Order No. 10204, Relating to Basic Allowances for Quarters","1963",1153,"35-John F. Kennedy","D",TRUE,3,5,3,0.002601908065915,"11120","11120"
"694","13470","Further Amendments to Executive Order 12333, United States Intelligence Activities","2008",8864,"43-George W. Bush","R",TRUE,6,16,23,0.00259476534296029,"13470","13470"
"695","12989","Economy and Efficiency in Government Procurement Through Compliance With Certain Immigration and Naturalization Act Provisions","1996",1164,"42-William J. Clinton","D",TRUE,0,5,3,0.00257731958762887,"12989","12989"
"696","10918","Establishing the President's Advisory Committee on Labor-Management Policy","1961",389,"35-John F. Kennedy","D",TRUE,0,3,1,0.0025706940874036,"10918","10918"
"697","12149","Federal Regional Councils","1979",787,"39-Jimmy Carter","D",TRUE,1,13,2,0.00254129606099111,"12149","12149"
"698","12075","Interagency Coordinating Council","1978",394,"39-Jimmy Carter","D",TRUE,0,12,1,0.00253807106598985,"12075","12075"
"699","10574","Amendment of Executive Order No. 10480 Providing for the Administration of the Defense Mobilization Program","1954",398,"34-Dwight D. Eisenhower","R",TRUE,1,5,1,0.00251256281407035,"10574","10574"
"700","12414","Establishment of Emergency Board No. 201 To Investigate a Railroad Labor Dispute","1983",398,"40-Ronald Reagan","R",TRUE,0,1,1,0.00251256281407035,"12414","12414"
"701","13549","Classified National Security Information Program for State, Local, Tribal, and Private Sector Entities","2010",2792,"44-Barack Obama","D",TRUE,5,16,7,0.00250716332378224,"13549","13549"
"702","9691","Directing the Civil Service Commission to Resume Operations Under the Civil Service Rules, and Authorizing the Adoption of Special Regulations During the Transitional Period","1946",1603,"33-Harry S. Truman","D",TRUE,0,4,4,0.00249532127261385,"9691","9691"
"703","12959","Prohibiting Certain Transactions With Respect to Iran","1995",1203,"42-William J. Clinton","D",TRUE,2,6,3,0.00249376558603491,"12959","12959"
"704","12622","Adjustments of Certain Rates of Pay and Allowances","1987",402,"40-Ronald Reagan","R",TRUE,1,2,1,0.00248756218905473,"12622","12622"
"705","13101","Greening the Government Through Waste Prevention, Recycling, and Federal Acquisition","1998",4833,"42-William J. Clinton","D",TRUE,7,16,12,0.00248292985723153,"13101","13101"
"706","12479","Management Reform in the Federal Government","1984",806,"40-Ronald Reagan","R",TRUE,0,17,2,0.00248138957816377,"12479","12479"
"707","13484","Amending the Order of Succession Within the Department of Agriculture","2009",407,"43-George W. Bush","R",TRUE,1,6,1,0.00245700245700246,"13484","13484"
"708","9844","Designating the United States Mission to the United Nations and Providing for Its Direction and Administration","1947",407,"33-Harry S. Truman","D",TRUE,0,5,1,0.00245700245700246,"9844","9844"
"709","9846","Designating the United States Mission to the United Nations and Providing for Its Direction and Administration","1947",407,"33-Harry S. Truman","D",TRUE,0,5,1,0.00245700245700246,"9846","9846"
"710","13228","Establishing the Office of Homeland Security and the Homeland Security Council","2001",2857,"43-George W. Bush","R",TRUE,2,24,7,0.00245012250612531,"13228","13228"
"711","11941","Adjustments of Certain Rates of Pay and Allowances","1976",409,"38-Gerald R. Ford","R",TRUE,1,2,1,0.00244498777506112,"11941","11941"
"712","13626","Gulf Coast Ecosystem Restoration","2012",1636,"44-Barack Obama","D",TRUE,2,10,4,0.00244498777506112,"13626","13626"
"713","13280","Responsibilities of the Department of Agriculture and the Agency for International Development With Respect to Faith-Based and Community Initiatives","2002",824,"43-George W. Bush","R",TRUE,0,3,2,0.00242718446601942,"13280","13280"
"714","13318","Presidential Management Fellows Program","2003",826,"43-George W. Bush","R",TRUE,1,2,2,0.00242130750605327,"13318","13318"
"715","10998","Assigning Emergency Preparedness Functions to the Secretary of Agriculture","1962",1663,"35-John F. Kennedy","D",TRUE,1,7,4,0.00240529164161155,"10998","10998"
"716","11883","Adjustments of Certain Rates of Pay and Allowances","1975",416,"38-Gerald R. Ford","R",TRUE,2,2,1,0.00240384615384615,"11883","11883"
"717","13272","Proper Consideration of Small Entities in Agency Rulemaking","2002",833,"43-George W. Bush","R",TRUE,1,4,2,0.00240096038415366,"13272","13272"
"718","12393","Establishment of Emergency Board No. 199 To Investigate a Railroad Labor Dispute","1982",417,"40-Ronald Reagan","R",TRUE,0,1,1,0.00239808153477218,"12393","12393"
"719","11301","Establishing the President's Committee on Libraries and the National Advisory Commission on Libraries","1966",835,"36-Lyndon B. Johnson","D",TRUE,0,5,2,0.00239520958083832,"11301","11301"
"720","13556","Controlled Unclassified Information","2010",1254,"44-Barack Obama","D",TRUE,1,7,3,0.00239234449760766,"13556","13556"
"721","13170","Increasing Opportunities and Access for Disadvantaged Businesses","2000",1676,"42-William J. Clinton","D",TRUE,1,5,4,0.00238663484486874,"13170","13170"
